amadánta_a	amadánta	aid	3173	ammatánach
amadánta_a	amadánta	aid	3175	ammatánta
amadántacht_nf	amadántacht	bain	3174	ammatánacht
amaid_nf	amaid	bain	3165	ammait
amaideacht_nf	amaideacht	bain	3167	ammaitecht
amaidí_nf	amaidí	bain	3166	ammaite
amáille_nf	amáille	bain	3060	amáille
amainiris_adv	amainiris	db	2432	airther
amanathar_s	amanathar	af	2432	airther
amárach_adv	amárach	db	5378	bárach
amarrán_nm	amarrán	fir	27554	imfhorrán
amas_nm	amas	fir	3180	ammus
ambasadóir_nm	ambasadóir	fir	3097	ambasadóir
amh_a	amh	aid	33824	om
ámh_adv	ámh	db	3048	1 ám
amhail_conj	amhail	cón	3057	amail, amal
amhail_prep	amhail	rf	3057	amail, amal
amháin_a	amháin	aid	3061	amáin
amháin_adv	amháin	db	32963	nammá
amhainse_nf	amhainse	bain	3062	amainse
amhainseach_a	amhainseach	aid	3063	amainsech
amhantar_nm	amhantar	fir	3078	amantúr, amantur
amhantrach_a	amhantrach	aid	3077	amantrach
ámharach_a	ámharach	aid	496	ádmar
amharc_v	amharc	br	3090	amarcaid
amharc_nm	amharc	fir	3085	1 amarc
amhas_nm	amhas	fir	3234	amus
amhastrach_nf	amhastrach	bain	3095	amastrach
amhchaoin_a	amhchaoin	aid	3113	amchaín
amhlabhra_nf	amhlabhra	bain	3141	amlabra
amhlabhrach_a	amhlabhrach	aid	3140	amlabar
amhlaidh_adv	amhlaidh	db	3138	1 amla
amhlaidh_adv	amhlaidh	db	3145	1 amlaid
amhlaidh_adv	amhlaidh	db	36150	1 samlaid
amhlán_nm	amhlán	fir	3148	amlán
